,Rooms,Residential complex,City,District,Address,Apartment area,Price,Price/m2,Year,Commissioned/not commissioned,Housing class,Material
390,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.58 м²,22 574 440,518 000,2026,Не сдан,Комфорт, 
391,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,34 804 980,483 000,2026,Не сдан,Комфорт, 
392,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,35 728 000,448 000,2026,Не сдан,Комфорт, 
393,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.58 м²,22 356 540,513 000,2026,Не сдан,Комфорт, 
394,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.47 м²,19 073 810,523 000,2026,Не сдан,Комфорт, 
395,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,34 444 680,478 000,2026,Не сдан,Комфорт, 
396,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.57 м²,32 391 630,459 000,2026,Не сдан,Комфорт, 
397,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.57 м²,32 391 630,459 000,2026,Не сдан,Комфорт, 
398,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.58 м²,21 484 940,493 000,2026,Не сдан,Комфорт, 
399,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.47 м²,19 073 810,523 000,2026,Не сдан,Комфорт, 
400,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,35 329 250,443 000,2026,Не сдан,Комфорт, 
401,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,38.39 м²,19 233 390,501 000,2026,Не сдан,Комфорт, 
402,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,34 444 680,478 000,2026,Не сдан,Комфорт, 
403,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,35 329 250,443 000,2026,Не сдан,Комфорт, 
404,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,118.5 м²,50 599 500,427 000,2026,Не сдан,Комфорт, 
405,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.59 м²,40 494 680,452 000,2026,Не сдан,Комфорт, 
406,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,48.77 м²,29 066 920,596 000,2026,Не сдан,Комфорт, 
407,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,117.37 м²,50 351 730,429 000,2026,Не сдан,Комфорт, 
408,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,116.48 м²,51 833 600,445 000,2026,Не сдан,Комфорт, 
409,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.59 м²,40 494 680,452 000,2026,Не сдан,Комфорт, 
410,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.88 м²,19 735 480,521 000,2026,Не сдан,Комфорт, 
411,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,116.48 м²,58 822 400,505 000,2026,Не сдан,Комфорт, 
412,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,48.77 м²,24 287 460,498 000,2026,Не сдан,Комфорт, 
413,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.59 м²,48 557 780,542 000,2026,Не сдан,Комфорт, 
414,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.88 м²,23 031 040,608 000,2026,Не сдан,Комфорт, 
415,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,116.48 м²,51 833 600,445 000,2026,Не сдан,Комфорт, 
416,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.4 м²,40 408 800,452 000,2026,Не сдан,Комфорт, 
417,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,48.77 м²,24 287 460,498 000,2026,Не сдан,Комфорт, 
418,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,116.41 м²,51 802 450,445 000,2026,Не сдан,Комфорт, 
419,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.4 м²,40 408 800,452 000,2026,Не сдан,Комфорт, 
420,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.4 м²,40 408 800,452 000,2026,Не сдан,Комфорт, 
421,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,48.67 м²,24 237 660,498 000,2026,Не сдан,Комфорт, 
422,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.4 м²,39 961 800,447 000,2026,Не сдан,Комфорт, 
423,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,48.67 м²,28 033 920,576 000,2026,Не сдан,Комфорт, 
424,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,116.41 м²,51 802 450,445 000,2026,Не сдан,Комфорт, 
425,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.77 м²,22 775 310,603 000,2026,Не сдан,Комфорт, 
426,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,116.41 м²,51 220 400,440 000,2026,Не сдан,Комфорт, 
427,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,48.67 м²,23 994 310,493 000,2026,Не сдан,Комфорт, 
428,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,48.67 м²,23 994 310,493 000,2026,Не сдан,Комфорт, 
429,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.77 м²,19 489 320,516 000,2026,Не сдан,Комфорт, 
430,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.4 м²,39 961 800,447 000,2026,Не сдан,Комфорт, 
431,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,68.44 м²,52 014 400,760 000,2026,Не сдан, , 
432,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,116.41 м²,51 220 400,440 000,2026,Не сдан,Комфорт, 
433,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,75.3 м²,41 716 200,554 000,2026,Не сдан,Комфорт, 
434,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,110.13 м²,49 778 760,452 000,2026,Не сдан,Комфорт, 
435,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,81.8 м²,61 350 000,750 000,2026,Не сдан, , 
436,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,160.69 м²,112 483 000,700 000,2026,Не сдан, , 
437,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.48 м²,34 022 560,572 000,2026,Не сдан,Комфорт, 
438,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.54 м²,39 934 840,446 000,2026,Не сдан,Комфорт, 
439,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,78.5 м²,57 305 000,730 000,2026,Не сдан, , 
440,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,87.72 м²,68 421 600,780 000,2026,Не сдан, , 
441,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,75.3 м²,34 939 200,464 000,2026,Не сдан,Комфорт, 
442,2-комнатной,Abyroi,г. Астана,ул. Т. Рыскулова, ,45.24 м²,25 470 120,563 000,2026,Не сдан,Комфорт, 
443,4-комнатной,,г. Астана, ,ул. Нажимеденова 2,157 м²,140 000 000,891 720,2022,Сдан,Премиум,Монолитные
444,1-комнатной,Arena Unity,г. Астана,ул. Туран 57/7, ,40.57 м²,23 246 610,573 000,2026,Не сдан,Комфорт, 
445,2-комнатной,,г. Астана, ,ул. Чингиза Айтматова 31а,61 м²,28 000 000,459 016,2017,Сдан,Комфорт,Кирпичные
446,4-комнатной,GreenLine.Flora,г. Астана, ,ул. Е 900 4,142.4 м²,106 000 000,744 382,2024,Сдан,Бизнес, 
447,1-комнатной,AruPark,г. Астана,Есильский район 18, ,95.84 м²,60 379 200,630 000,2025,Не сдан, , 
448,1-комнатной,AruPark,г. Астана,Есильский район 18, ,89.12 м²,57 036 800,640 000,2025,Не сдан, , 
449,1-комнатной,Aisar,г. Астана, ,ул. Кабанбай батыра 6,39.4 м²,20 645 600,524 000,2025,Не сдан,Комфорт,Кирпичные
450,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
451,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
452,2-комнатной,AruPark,г. Астана,Есильский район 18, ,62.97 м²,23 928 600,380 000,2025,Не сдан,Эконом, 
453,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.03 м²,23 374 490,383 000,2025,Не сдан,Эконом, 
454,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
455,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.03 м²,23 374 490,383 000,2025,Не сдан,Эконом, 
456,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
457,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.45 м²,22 828 800,384 000,2025,Не сдан,Эконом, 
458,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,16 809 100,407 000,2025,Не сдан,Эконом, 
459,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.45 м²,22 531 550,379 000,2025,Не сдан,Эконом, 
460,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,15 668 160,456 000,2025,Не сдан,Эконом, 
461,2-комнатной,AruPark,г. Астана,Есильский район 18, ,62.97 м²,23 613 750,375 000,2025,Не сдан,Эконом, 
462,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.03 м²,23 069 340,378 000,2025,Не сдан,Эконом, 
463,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,16 809 100,407 000,2025,Не сдан,Эконом, 
464,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 360 070,387 000,2025,Не сдан,Эконом, 
465,3-комнатной,AruPark,г. Астана,Есильский район 18, ,85.12 м²,35 409 920,416 000,2025,Не сдан,Эконом, 
466,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 200 600,460 000,2025,Не сдан,Эконом, 
467,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,36 439 200,432 000,2025,Не сдан,Эконом, 
468,3-комнатной,AruPark,г. Астана,Есильский район 18, ,81.78 м²,34 102 260,417 000,2025,Не сдан,Эконом, 
469,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 989 750,475 000,2025,Не сдан,Эконом, 
470,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.6 м²,24 985 000,475 000,2025,Не сдан,Эконом, 
471,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.36 м²,36 443 520,432 000,2025,Не сдан,Эконом, 
472,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.36 м²,36 443 520,432 000,2025,Не сдан,Эконом, 
473,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,36 439 200,432 000,2025,Не сдан,Эконом, 
474,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 989 750,475 000,2025,Не сдан,Эконом, 
475,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.6 м²,24 985 000,475 000,2025,Не сдан,Эконом, 
476,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,44 030 700,522 000,2025,Не сдан,Эконом, 
477,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.36 м²,36 443 520,432 000,2025,Не сдан,Эконом, 
478,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,36 439 200,432 000,2025,Не сдан,Эконом, 
479,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,29 408 990,559 000,2025,Не сдан,Эконом, 
480,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.6 м²,24 985 000,475 000,2025,Не сдан,Эконом, 
481,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.36 м²,44 035 920,522 000,2025,Не сдан,Эконом, 
482,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,36 439 200,432 000,2025,Не сдан,Эконом, 
483,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 989 750,475 000,2025,Не сдан,Эконом, 
484,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 989 750,475 000,2025,Не сдан,Эконом, 
485,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,36 439 200,432 000,2025,Не сдан,Эконом, 
486,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.36 м²,36 443 520,432 000,2025,Не сдан,Эконом, 
487,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 989 750,475 000,2025,Не сдан,Эконом, 
488,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.6 м²,24 985 000,475 000,2025,Не сдан,Эконом, 
489,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 989 750,475 000,2025,Не сдан,Эконом, 
490,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.36 м²,36 443 520,432 000,2025,Не сдан,Эконом, 
491,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,36 439 200,432 000,2025,Не сдан,Эконом, 
492,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.6 м²,24 985 000,475 000,2025,Не сдан,Эконом, 
493,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.6 м²,24 722 000,470 000,2025,Не сдан,Эконом, 
494,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 726 700,470 000,2025,Не сдан,Эконом, 
495,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.36 м²,36 443 520,432 000,2025,Не сдан,Эконом, 
496,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,36 017 450,427 000,2025,Не сдан,Эконом, 
497,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.36 м²,36 021 720,427 000,2025,Не сдан,Эконом, 
498,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.7 м²,26 984 400,452 000,2025,Не сдан,Эконом, 
499,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.46 м²,27 767 820,467 000,2025,Не сдан,Эконом, 
500,2-комнатной,AruPark,г. Астана,Есильский район 18, ,56.14 м²,25 655 980,457 000,2025,Не сдан,Эконом, 
501,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.76 м²,19 836 000,475 000,2025,Не сдан,Эконом, 
502,2-комнатной,AruPark,г. Астана,Есильский район 18, ,48.46 м²,22 533 900,465 000,2025,Не сдан,Эконом, 
503,3-комнатной,AruPark,г. Астана,Есильский район 18, ,66.58 м²,30 227 320,454 000,2025,Не сдан,Эконом, 
504,2-комнатной,AruPark,г. Астана,Есильский район 18, ,55.65 м²,26 266 800,472 000,2025,Не сдан,Эконом, 
505,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.46 м²,20 315 400,490 000,2025,Не сдан,Эконом, 
506,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.41 м²,36 380 710,431 000,2025,Не сдан,Эконом, 
507,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,17 935 920,522 000,2025,Не сдан,Эконом, 
508,3-комнатной,AruPark,г. Астана,Есильский район 18, ,66.58 м²,30 227 320,454 000,2025,Не сдан,Эконом, 
509,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.46 м²,27 767 820,467 000,2025,Не сдан,Эконом, 
510,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.46 м²,23 798 040,574 000,2025,Не сдан,Эконом, 
511,2-комнатной,AruPark,г. Астана,Есильский район 18, ,55.65 м²,26 266 800,472 000,2025,Не сдан,Эконом, 
512,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.41 м²,43 977 610,521 000,2025,Не сдан,Эконом, 
513,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.46 м²,27 767 820,467 000,2025,Не сдан,Эконом, 
514,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,17 935 920,522 000,2025,Не сдан,Эконом, 
515,2-комнатной,AruPark,г. Астана,Есильский район 18, ,55.65 м²,26 266 800,472 000,2025,Не сдан,Эконом, 
516,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,17 935 920,522 000,2025,Не сдан,Эконом, 
517,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.41 м²,36 380 710,431 000,2025,Не сдан,Эконом, 
518,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.46 м²,27 767 820,467 000,2025,Не сдан,Эконом, 
519,3-комнатной,AruPark,г. Астана,Есильский район 18, ,66.58 м²,30 227 320,454 000,2025,Не сдан,Эконом, 
520,2-комнатной,AruPark,г. Астана,Есильский район 18, ,55.65 м²,26 266 800,472 000,2025,Не сдан,Эконом, 
521,3-комнатной,AruPark,г. Астана,Есильский район 18, ,66.58 м²,30 227 320,454 000,2025,Не сдан,Эконом, 
522,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.46 м²,20 315 400,490 000,2025,Не сдан,Эконом, 
523,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.46 м²,27 767 820,467 000,2025,Не сдан,Эконом, 
524,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,21 028 320,612 000,2025,Не сдан,Эконом, 
525,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.41 м²,36 380 710,431 000,2025,Не сдан,Эконом, 
526,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.46 м²,20 315 400,490 000,2025,Не сдан,Эконом, 
527,3-комнатной,AruPark,г. Астана,Есильский район 18, ,66.58 м²,30 227 320,454 000,2025,Не сдан,Эконом, 
528,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,17 935 920,522 000,2025,Не сдан,Эконом, 
529,2-комнатной,AruPark,г. Астана,Есильский район 18, ,55.65 м²,26 266 800,472 000,2025,Не сдан,Эконом, 
530,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.46 м²,27 767 820,467 000,2025,Не сдан,Эконом, 
531,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.46 м²,20 315 400,490 000,2025,Не сдан,Эконом, 
532,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.41 м²,36 380 710,431 000,2025,Не сдан,Эконом, 
533,2-комнатной,AruPark,г. Астана,Есильский район 18, ,55.65 м²,30 941 400,556 000,2025,Не сдан,Эконом, 
534,3-комнатной,AruPark,г. Астана,Есильский район 18, ,66.58 м²,30 227 320,454 000,2025,Не сдан,Эконом, 
535,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,17 935 920,522 000,2025,Не сдан,Эконом, 
536,2-комнатной,AruPark,г. Астана,Есильский район 18, ,55.65 м²,26 266 800,472 000,2025,Не сдан,Эконом, 
537,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.41 м²,36 380 710,431 000,2025,Не сдан,Эконом, 
538,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.46 м²,27 767 820,467 000,2025,Не сдан,Эконом, 
539,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.46 м²,20 315 400,490 000,2025,Не сдан,Эконом, 
540,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.46 м²,20 315 400,490 000,2025,Не сдан,Эконом, 
541,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,17 935 920,522 000,2025,Не сдан,Эконом, 
542,3-комнатной,AruPark,г. Астана,Есильский район 18, ,66.58 м²,30 227 320,454 000,2025,Не сдан,Эконом, 
543,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.46 м²,27 470 520,462 000,2025,Не сдан,Эконом, 
544,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.41 м²,36 380 710,431 000,2025,Не сдан,Эконом, 
545,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.46 м²,20 108 100,485 000,2025,Не сдан,Эконом, 
546,2-комнатной,AruPark,г. Астана,Есильский район 18, ,55.65 м²,25 988 550,467 000,2025,Не сдан,Эконом, 
547,3-комнатной,AruPark,г. Астана,Есильский район 18, ,66.58 м²,29 894 420,449 000,2025,Не сдан,Эконом, 
548,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,17 764 120,517 000,2025,Не сдан,Эконом, 
549,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.41 м²,35 958 660,426 000,2025,Не сдан,Эконом, 
550,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.58 м²,20 611 360,392 000,2025,Не сдан,Эконом, 
551,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,29 606 850,351 000,2025,Не сдан,Эконом, 
552,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,24 516 260,466 000,2025,Не сдан,Эконом, 
553,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.38 м²,29 617 380,351 000,2025,Не сдан,Эконом, 
554,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.58 м²,20 611 360,392 000,2025,Не сдан,Эконом, 
555,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,29 606 850,351 000,2025,Не сдан,Эконом, 
556,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.58 м²,24 502 280,466 000,2025,Не сдан,Эконом, 
557,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.38 м²,29 617 380,351 000,2025,Не сдан,Эконом, 
558,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.38 м²,29 617 380,351 000,2025,Не сдан,Эконом, 
559,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.58 м²,20 611 360,392 000,2025,Не сдан,Эконом, 
560,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.38 м²,29 617 380,351 000,2025,Не сдан,Эконом, 
561,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
562,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,29 606 850,351 000,2025,Не сдан,Эконом, 
563,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,29 606 850,351 000,2025,Не сдан,Эконом, 
564,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
565,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.58 м²,20 611 360,392 000,2025,Не сдан,Эконом, 
566,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.38 м²,29 617 380,351 000,2025,Не сдан,Эконом, 
567,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
568,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.58 м²,20 611 360,392 000,2025,Не сдан,Эконом, 
569,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,29 606 850,351 000,2025,Не сдан,Эконом, 
570,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.35 м²,29 185 100,346 000,2025,Не сдан,Эконом, 
571,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.38 м²,29 617 380,351 000,2025,Не сдан,Эконом, 
572,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 360 070,387 000,2025,Не сдан,Эконом, 
573,3-комнатной,AruPark,г. Астана,Есильский район 18, ,84.38 м²,29 195 480,346 000,2025,Не сдан,Эконом, 
574,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.35 м²,22 576 800,368 000,2025,Не сдан,Эконом, 
575,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,16 189 600,392 000,2025,Не сдан,Эконом, 
576,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,15 324 560,446 000,2025,Не сдан,Эконом, 
577,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.45 м²,22 828 800,384 000,2025,Не сдан,Эконом, 
578,2-комнатной,AruPark,г. Астана,Есильский район 18, ,62.97 м²,23 928 600,380 000,2025,Не сдан,Эконом, 
579,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.03 м²,23 374 490,383 000,2025,Не сдан,Эконом, 
580,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
581,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
582,2-комнатной,AruPark,г. Астана,Есильский район 18, ,62.97 м²,23 928 600,380 000,2025,Не сдан,Эконом, 
583,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
584,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.03 м²,23 374 490,383 000,2025,Не сдан,Эконом, 
585,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
586,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,20 071 800,486 000,2025,Не сдан,Эконом, 
587,1-комнатной,AruPark,г. Астана,Есильский район 18, ,34.36 м²,17 832 840,519 000,2025,Не сдан,Эконом, 
588,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
589,2-комнатной,AruPark,г. Астана,Есильский район 18, ,62.97 м²,23 928 600,380 000,2025,Не сдан,Эконом, 
590,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
591,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.03 м²,23 374 490,383 000,2025,Не сдан,Эконом, 
592,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.45 м²,22 828 800,384 000,2025,Не сдан,Эконом, 
593,2-комнатной,AruPark,г. Астана,Есильский район 18, ,62.97 м²,23 928 600,380 000,2025,Не сдан,Эконом, 
594,2-комнатной,AruPark,г. Астана,Есильский район 18, ,59.45 м²,27 228 100,458 000,2025,Не сдан,Эконом, 
595,2-комнатной,AruPark,г. Астана,Есильский район 18, ,52.61 м²,20 623 120,392 000,2025,Не сдан,Эконом, 
596,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
597,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,17 015 600,412 000,2025,Не сдан,Эконом, 
598,2-комнатной,AruPark,г. Астана,Есильский район 18, ,62.97 м²,23 928 600,380 000,2025,Не сдан,Эконом, 
599,2-комнатной,AruPark,г. Астана,Есильский район 18, ,61.03 м²,23 374 490,383 000,2025,Не сдан,Эконом, 
600,2-комнатной,AruPark,г. Астана,Есильский район 18, ,41.3 м²,20 071 800,486 000,2025,Не сдан,Эконом, 
