,Rooms,Residential complex,City,District,Address,Apartment area,Price,Price/m2,Year,Commissioned/not commissioned,Housing class,Material
205,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,78.31 м²,42 287 400,540 000,2026,Не сдан,Комфорт, 
206,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,68.13 м²,33 519 960,492 000,2026,Не сдан,Комфорт, 
207,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.32 м²,39 836 720,446 000,2026,Не сдан,Комфорт, 
208,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.64 м²,40 965 120,508 000,2026,Не сдан,Комфорт, 
209,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.03 м²,18 996 390,513 000,2026,Не сдан,Комфорт, 
210,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,68.13 м²,39 651 660,582 000,2026,Не сдан,Комфорт, 
211,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,68.13 м²,39 651 660,582 000,2026,Не сдан,Комфорт, 
212,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,49 742 820,618 000,2026,Не сдан,Комфорт, 
213,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,18 796 320,513 000,2026,Не сдан,Комфорт, 
214,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.43 м²,22 458 000,600 000,2026,Не сдан,Комфорт, 
215,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,78.31 м²,35 239 500,450 000,2026,Не сдан,Комфорт, 
216,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.25 м²,18 682 500,530 000,2026,Не сдан,Комфорт, 
217,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,75.04 м²,34 443 360,459 000,2026,Не сдан,Комфорт, 
218,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.74 м²,34 983 000,450 000,2026,Не сдан,Комфорт, 
219,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.88 м²,33 396 960,492 000,2026,Не сдан,Комфорт, 
220,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,21 984 000,600 000,2026,Не сдан,Комфорт, 
221,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.43 м²,19 201 590,513 000,2026,Не сдан,Комфорт, 
222,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.88 м²,33 396 960,492 000,2026,Не сдан,Комфорт, 
223,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,40 888 920,508 000,2026,Не сдан,Комфорт, 
224,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.74 м²,41 979 600,540 000,2026,Не сдан,Комфорт, 
225,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.25 м²,18 682 500,530 000,2026,Не сдан,Комфорт, 
226,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,18 796 320,513 000,2026,Не сдан,Комфорт, 
227,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,40 888 920,508 000,2026,Не сдан,Комфорт, 
228,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.88 м²,39 506 160,582 000,2026,Не сдан,Комфорт, 
229,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.43 м²,19 201 590,513 000,2026,Не сдан,Комфорт, 
230,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,109.97 м²,49 156 590,447 000,2026,Не сдан,Комфорт, 
231,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.25 м²,18 682 500,530 000,2026,Не сдан,Комфорт, 
232,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.74 м²,34 983 000,450 000,2026,Не сдан,Комфорт, 
233,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.43 м²,19 201 590,513 000,2026,Не сдан,Комфорт, 
234,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,18 796 320,513 000,2026,Не сдан,Комфорт, 
235,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,49 742 820,618 000,2026,Не сдан,Комфорт, 
236,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.88 м²,33 736 360,497 000,2026,Не сдан,Комфорт, 
237,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.74 м²,35 371 700,455 000,2026,Не сдан,Комфорт, 
238,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,40 888 920,508 000,2026,Не сдан,Комфорт, 
239,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.25 м²,21 925 500,622 000,2026,Не сдан,Комфорт, 
240,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,18 796 320,513 000,2026,Не сдан,Комфорт, 
241,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.84 м²,33 716 480,497 000,2026,Не сдан,Комфорт, 
242,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.26 м²,22 356 000,600 000,2026,Не сдан,Комфорт, 
243,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.43 м²,27 872 670,469 000,2026,Не сдан,Комфорт, 
244,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.24 м²,18 853 400,535 000,2026,Не сдан,Комфорт, 
245,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,18 796 320,513 000,2026,Не сдан,Комфорт, 
246,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,40 888 920,508 000,2026,Не сдан,Комфорт, 
247,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.88 м²,35 435 400,455 000,2026,Не сдан,Комфорт, 
248,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.24 м²,18 853 400,535 000,2026,Не сдан,Комфорт, 
249,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.32 м²,39 390 120,441 000,2026,Не сдан,Комфорт, 
250,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.84 м²,33 716 480,497 000,2026,Не сдан,Комфорт, 
251,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.88 м²,35 435 400,455 000,2026,Не сдан,Комфорт, 
252,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,42 498 720,528 000,2026,Не сдан,Комфорт, 
253,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.26 м²,19 114 380,513 000,2026,Не сдан,Комфорт, 
254,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,18 796 320,513 000,2026,Не сдан,Комфорт, 
255,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.24 м²,18 853 400,535 000,2026,Не сдан,Комфорт, 
256,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.84 м²,33 716 480,497 000,2026,Не сдан,Комфорт, 
257,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,40 486 470,503 000,2026,Не сдан,Комфорт, 
258,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.88 м²,35 435 400,455 000,2026,Не сдан,Комфорт, 
259,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.26 м²,18 928 080,508 000,2026,Не сдан,Комфорт, 
260,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,75.04 м²,34 443 360,459 000,2026,Не сдан,Комфорт, 
261,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.84 м²,33 377 280,492 000,2026,Не сдан,Комфорт, 
262,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,18 613 120,508 000,2026,Не сдан,Комфорт, 
263,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.88 м²,35 046 000,450 000,2026,Не сдан,Комфорт, 
264,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.49 м²,42 096 270,523 000,2026,Не сдан,Комфорт, 
265,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.64 м²,18 613 120,508 000,2026,Не сдан,Комфорт, 
266,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.24 м²,18 677 200,530 000,2026,Не сдан,Комфорт, 
267,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,35.24 м²,18 677 200,530 000,2026,Не сдан,Комфорт, 
268,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,67.84 м²,33 377 280,492 000,2026,Не сдан,Комфорт, 
269,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.26 м²,18 928 080,508 000,2026,Не сдан,Комфорт, 
270,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,77.88 м²,35 046 000,450 000,2026,Не сдан,Комфорт, 
271,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,90.85 м²,37 793 600,416 000,2026,Не сдан,Комфорт, 
272,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,107.23 м²,85 784 000,800 000,2026,Не сдан, , 
273,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,76.04 м²,33 761 760,444 000,2026,Не сдан,Комфорт, 
274,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,109.97 м²,49 156 590,447 000,2026,Не сдан,Комфорт, 
275,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,46.97 м²,22 122 870,471 000,2026,Не сдан,Комфорт, 
276,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,61.2 м²,29 008 800,474 000,2026,Не сдан,Комфорт, 
277,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.84 м²,37 463 280,417 000,2026,Не сдан,Комфорт, 
278,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.31 м²,28 586 940,474 000,2026,Не сдан,Комфорт, 
279,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,61.27 м²,29 041 980,474 000,2026,Не сдан,Комфорт, 
280,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.99 м²,47 334 740,526 000,2026,Не сдан,Комфорт, 
281,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.99 м²,39 235 640,436 000,2026,Не сдан,Комфорт, 
282,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,46.38 м²,22 772 580,491 000,2026,Не сдан,Комфорт, 
283,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.1 м²,46 955 700,527 000,2026,Не сдан,Комфорт, 
284,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.4 м²,28 629 600,474 000,2026,Не сдан,Комфорт, 
285,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.31 м²,28 586 940,474 000,2026,Не сдан,Комфорт, 
286,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,46.38 м²,22 772 580,491 000,2026,Не сдан,Комфорт, 
287,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.4 м²,33 340 800,552 000,2026,Не сдан,Комфорт, 
288,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.43 м²,27 872 670,469 000,2026,Не сдан,Комфорт, 
289,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.31 м²,33 291 120,552 000,2026,Не сдан,Комфорт, 
290,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.99 м²,39 235 640,436 000,2026,Не сдан,Комфорт, 
291,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.1 м²,38 936 700,437 000,2026,Не сдан,Комфорт, 
292,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.1 м²,38 936 700,437 000,2026,Не сдан,Комфорт, 
293,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,39 113 560,436 000,2026,Не сдан,Комфорт, 
294,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.4 м²,28 629 600,474 000,2026,Не сдан,Комфорт, 
295,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.98 м²,29 630 120,494 000,2026,Не сдан,Комфорт, 
296,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,45.99 м²,26 168 310,569 000,2026,Не сдан,Комфорт, 
297,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.32 м²,39 390 120,441 000,2026,Не сдан,Комфорт, 
298,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,47 187 460,526 000,2026,Не сдан,Комфорт, 
299,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.12 м²,29 699 280,494 000,2026,Не сдан,Комфорт, 
300,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.98 м²,28 430 520,474 000,2026,Не сдан,Комфорт, 
301,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,38 805 600,437 000,2026,Не сдан,Комфорт, 
302,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.12 м²,28 496 880,474 000,2026,Не сдан,Комфорт, 
303,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,38 805 600,437 000,2026,Не сдан,Комфорт, 
304,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.98 м²,28 430 520,474 000,2026,Не сдан,Комфорт, 
305,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,45.99 м²,22 581 090,491 000,2026,Не сдан,Комфорт, 
306,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,39 113 560,436 000,2026,Не сдан,Комфорт, 
307,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,38 805 600,437 000,2026,Не сдан,Комфорт, 
308,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,39 562 110,441 000,2026,Не сдан,Комфорт, 
309,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.12 м²,33 186 240,552 000,2026,Не сдан,Комфорт, 
310,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,45.99 м²,22 811 040,496 000,2026,Не сдан,Комфорт, 
311,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,60.12 м²,28 797 480,479 000,2026,Не сдан,Комфорт, 
312,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,47 241 600,532 000,2026,Не сдан,Комфорт, 
313,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,39 562 110,441 000,2026,Не сдан,Комфорт, 
314,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.98 м²,28 730 420,479 000,2026,Не сдан,Комфорт, 
315,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.98 м²,28 730 420,479 000,2026,Не сдан,Комфорт, 
316,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,45.99 м²,22 811 040,496 000,2026,Не сдан,Комфорт, 
317,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.93 м²,29 905 070,499 000,2026,Не сдан,Комфорт, 
318,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.96 м²,33 397 720,557 000,2026,Не сдан,Комфорт, 
319,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,39 562 110,441 000,2026,Не сдан,Комфорт, 
320,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.96 м²,28 720 840,479 000,2026,Не сдан,Комфорт, 
321,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,45.99 м²,26 398 260,574 000,2026,Не сдан,Комфорт, 
322,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,39 249 600,442 000,2026,Не сдан,Комфорт, 
323,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,39 249 600,442 000,2026,Не сдан,Комфорт, 
324,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.96 м²,28 720 840,479 000,2026,Не сдан,Комфорт, 
325,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,45.99 м²,23 730 840,516 000,2026,Не сдан,Комфорт, 
326,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.93 м²,28 706 470,479 000,2026,Не сдан,Комфорт, 
327,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,39 562 110,441 000,2026,Не сдан,Комфорт, 
328,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,39 249 600,442 000,2026,Не сдан,Комфорт, 
329,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,39 113 560,436 000,2026,Не сдан,Комфорт, 
330,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.93 м²,28 706 470,479 000,2026,Не сдан,Комфорт, 
331,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,45.99 м²,22 581 090,491 000,2026,Не сдан,Комфорт, 
332,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.93 м²,28 406 820,474 000,2026,Не сдан,Комфорт, 
333,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,38 805 600,437 000,2026,Не сдан,Комфорт, 
334,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.96 м²,28 421 040,474 000,2026,Не сдан,Комфорт, 
335,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,45.99 м²,23 500 890,511 000,2026,Не сдан,Комфорт, 
336,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,89.71 м²,39 113 560,436 000,2026,Не сдан,Комфорт, 
337,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.96 м²,28 421 040,474 000,2026,Не сдан,Комфорт, 
338,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,59.93 м²,28 406 820,474 000,2026,Не сдан,Комфорт, 
339,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,57.22 м²,26 263 980,459 000,2026,Не сдан,Комфорт, 
340,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,44.47 м²,21 034 310,473 000,2026,Не сдан,Комфорт, 
341,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,37.32 м²,18 771 960,503 000,2026,Не сдан,Комфорт, 
342,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,88.8 м²,38 805 600,437 000,2026,Не сдан,Комфорт, 
343,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,73.13 м²,32 542 850,445 000,2026,Не сдан,Комфорт, 
344,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.86 м²,32 524 740,459 000,2026,Не сдан,Комфорт, 
345,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,81.06 м²,34 612 620,427 000,2026,Не сдан,Комфорт, 
346,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.33 м²,34 573 740,478 000,2026,Не сдан,Комфорт, 
347,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.74 м²,22 411 400,610 000,2026,Не сдан,Комфорт, 
348,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.26 м²,35 956 480,448 000,2026,Не сдан,Комфорт, 
349,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.33 м²,34 573 740,478 000,2026,Не сдан,Комфорт, 
350,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.86 м²,32 524 740,459 000,2026,Не сдан,Комфорт, 
351,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.97 м²,21 677 210,493 000,2026,Не сдан,Комфорт, 
352,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.74 м²,19 215 020,523 000,2026,Не сдан,Комфорт, 
353,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.26 м²,35 956 480,448 000,2026,Не сдан,Комфорт, 
354,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.86 м²,32 524 740,459 000,2026,Не сдан,Комфорт, 
355,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.97 м²,25 106 870,571 000,2026,Не сдан,Комфорт, 
356,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.33 м²,34 573 740,478 000,2026,Не сдан,Комфорт, 
357,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.74 м²,19 215 020,523 000,2026,Не сдан,Комфорт, 
358,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,80.26 м²,43 179 880,538 000,2026,Не сдан,Комфорт, 
359,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.6 м²,38 759 400,549 000,2026,Не сдан,Комфорт, 
360,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.6 м²,32 405 400,459 000,2026,Не сдан,Комфорт, 
361,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,35 728 000,448 000,2026,Не сдан,Комфорт, 
362,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,40 930 080,568 000,2026,Не сдан,Комфорт, 
363,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,35 728 000,448 000,2026,Не сдан,Комфорт, 
364,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.47 м²,22 246 700,610 000,2026,Не сдан,Комфорт, 
365,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.58 м²,22 356 540,513 000,2026,Не сдан,Комфорт, 
366,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,34 444 680,478 000,2026,Не сдан,Комфорт, 
367,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.6 м²,32 405 400,459 000,2026,Не сдан,Комфорт, 
368,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.47 м²,19 073 810,523 000,2026,Не сдан,Комфорт, 
369,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,34 444 680,478 000,2026,Не сдан,Комфорт, 
370,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.58 м²,22 356 540,513 000,2026,Не сдан,Комфорт, 
371,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,35 728 000,448 000,2026,Не сдан,Комфорт, 
372,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.6 м²,32 758 400,464 000,2026,Не сдан,Комфорт, 
373,4-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,111.29 м²,47 965 990,431 000,2026,Не сдан,Комфорт, 
374,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.47 м²,19 256 160,528 000,2026,Не сдан,Комфорт, 
375,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,34 804 980,483 000,2026,Не сдан,Комфорт, 
376,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,42 905 500,538 000,2026,Не сдан,Комфорт, 
377,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.58 м²,25 102 080,576 000,2026,Не сдан,Комфорт, 
378,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.58 м²,21 702 840,498 000,2026,Не сдан,Комфорт, 
379,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.47 м²,19 256 160,528 000,2026,Не сдан,Комфорт, 
380,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.57 м²,39 095 780,554 000,2026,Не сдан,Комфорт, 
381,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.57 м²,32 744 480,464 000,2026,Не сдан,Комфорт, 
382,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,34 804 980,483 000,2026,Не сдан,Комфорт, 
383,2-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,43.58 м²,21 702 840,498 000,2026,Не сдан,Комфорт, 
384,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,35 728 000,448 000,2026,Не сдан,Комфорт, 
385,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,72.06 м²,41 290 380,573 000,2026,Не сдан,Комфорт, 
386,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,79.75 м²,35 728 000,448 000,2026,Не сдан,Комфорт, 
387,3-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,70.57 м²,32 744 480,464 000,2026,Не сдан,Комфорт, 
388,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.47 м²,19 256 160,528 000,2026,Не сдан,Комфорт, 
389,1-комнатной,Jetisu Kerbez Comfort,г. Астана,ул. Улы дала, ,36.47 м²,19 256 160,528 000,2026,Не сдан,Комфорт, 
