,Unnamed: 0,Rooms,Residential complex,City,District,Address,Apartment area,Price,Price/m2,Year,Commissioned/not commissioned,Housing class,Material
763,763,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
764,764,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.38 м²,35 746 320,564 000,2026,Не сдан,Комфорт,Монолитные
765,765,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,76.82 м²,40 714 600,530 000,2026,Не сдан,Комфорт,Монолитные
766,766,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,82.42 м²,51 347 660,623 000,2026,Не сдан,Комфорт,Монолитные
767,767,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.31 м²,26 259 080,668 000,2026,Не сдан,Комфорт,Монолитные
768,768,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,49.88 м²,27 633 520,554 000,2026,Не сдан,Комфорт,Монолитные
769,769,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,88.29 м²,51 473 070,583 000,2026,Не сдан,Комфорт,Монолитные
770,770,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,81.83 м²,47 461 400,580 000,2026,Не сдан,Комфорт,Монолитные
771,771,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,49.04 м²,32 023 120,653 000,2026,Не сдан,Комфорт,Монолитные
772,772,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,81.92 м²,43 581 440,532 000,2026,Не сдан,Комфорт,Монолитные
773,773,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.88 м²,21 694 720,544 000,2026,Не сдан,Комфорт,Монолитные
774,774,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.88 м²,21 495 320,539 000,2026,Не сдан,Комфорт,Монолитные
775,775,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.77 м²,21 436 030,539 000,2026,Не сдан,Комфорт,Монолитные
776,776,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,67.91 м²,36 603 490,539 000,2026,Не сдан,Комфорт,Монолитные
777,777,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.26 м²,38 875 880,538 000,2026,Не сдан,Комфорт,Монолитные
778,778,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.76 м²,38 192 240,599 000,2026,Не сдан,Комфорт,Монолитные
779,779,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.19 м²,22 691 010,579 000,2026,Не сдан,Комфорт,Монолитные
780,780,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.19 м²,22 691 010,579 000,2026,Не сдан,Комфорт,Монолитные
781,781,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.1 м²,22 638 900,579 000,2026,Не сдан,Комфорт,Монолитные
782,782,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,67.21 м²,39 116 220,582 000,2026,Не сдан,Комфорт,Монолитные
783,783,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.26 м²,38 875 880,538 000,2026,Не сдан,Комфорт,Монолитные
784,784,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,47.6 м²,30 606 800,643 000,2026,Не сдан,Комфорт,Монолитные
785,785,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.76 м²,37 554 640,589 000,2026,Не сдан,Комфорт,Монолитные
786,786,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.19 м²,22 691 010,579 000,2026,Не сдан,Комфорт,Монолитные
787,787,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.19 м²,25 826 210,659 000,2026,Не сдан,Комфорт,Монолитные
788,788,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.1 м²,22 638 900,579 000,2026,Не сдан,Комфорт,Монолитные
789,789,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,60.82 м²,39 654 640,652 000,2026,Не сдан,Комфорт,Монолитные
790,790,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.76 м²,39 467 440,619 000,2026,Не сдан,Комфорт,Монолитные
791,791,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.19 м²,25 826 210,659 000,2026,Не сдан,Комфорт,Монолитные
792,792,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.19 м²,22 691 010,579 000,2026,Не сдан,Комфорт,Монолитные
793,793,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.1 м²,22 638 900,579 000,2026,Не сдан,Комфорт,Монолитные
794,794,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,67.21 м²,42 879 980,638 000,2026,Не сдан,Комфорт,Монолитные
795,795,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.04 м²,38 757 520,538 000,2026,Не сдан,Комфорт,Монолитные
796,796,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,46.89 м²,30 150 270,643 000,2026,Не сдан,Комфорт,Монолитные
797,797,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,37 958 630,599 000,2026,Не сдан,Комфорт,Монолитные
798,798,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 569 420,579 000,2026,Не сдан,Комфорт,Монолитные
799,799,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.04 м²,44 520 720,618 000,2026,Не сдан,Комфорт,Монолитные
800,800,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,42 394 530,669 000,2026,Не сдан,Комфорт,Монолитные
801,801,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 569 420,579 000,2026,Не сдан,Комфорт,Монолитные
802,802,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 569 420,579 000,2026,Не сдан,Комфорт,Монолитные
803,803,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,81.83 м²,47 461 400,580 000,2026,Не сдан,Комфорт,Монолитные
804,804,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,66.62 м²,42 503 560,638 000,2026,Не сдан,Комфорт,Монолитные
805,805,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,46.89 м²,29 915 820,638 000,2026,Не сдан,Комфорт,Монолитные
806,806,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,39 416 140,622 000,2026,Не сдан,Комфорт,Монолитные
807,807,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
808,808,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
809,809,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,49.04 м²,28 443 200,580 000,2026,Не сдан,Комфорт,Монолитные
810,810,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,49.04 м²,28 443 200,580 000,2026,Не сдан,Комфорт,Монолитные
811,811,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,39 226 030,619 000,2026,Не сдан,Комфорт,Монолитные
812,812,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
813,813,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.9 м²,22 328 600,574 000,2026,Не сдан,Комфорт,Монолитные
814,814,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,42 014 310,663 000,2026,Не сдан,Комфорт,Монолитные
815,815,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
816,816,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.31 м²,26 259 080,668 000,2026,Не сдан,Комфорт,Монолитные
817,817,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,25 492 920,654 000,2026,Не сдан,Комфорт,Монолитные
818,818,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,66.62 м²,42 170 460,633 000,2026,Не сдан,Комфорт,Монолитные
819,819,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.04 м²,38 397 320,533 000,2026,Не сдан,Комфорт,Монолитные
820,820,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,39 226 030,619 000,2026,Не сдан,Комфорт,Монолитные
821,821,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
822,822,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.9 м²,22 328 600,574 000,2026,Не сдан,Комфорт,Монолитные
823,823,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.04 м²,44 520 720,618 000,2026,Не сдан,Комфорт,Монолитные
824,824,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,38 592 330,609 000,2026,Не сдан,Комфорт,Монолитные
825,825,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
826,826,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.9 м²,22 328 600,574 000,2026,Не сдан,Комфорт,Монолитные
827,827,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,66.62 м²,38 439 740,577 000,2026,Не сдан,Комфорт,Монолитные
828,828,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.04 м²,38 757 520,538 000,2026,Не сдан,Комфорт,Монолитные
829,829,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,46.89 м²,27 149 310,579 000,2026,Не сдан,Комфорт,Монолитные
830,830,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,39 542 880,624 000,2026,Не сдан,Комфорт,Монолитные
831,831,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,40.31 м²,22 331 740,554 000,2026,Не сдан,Комфорт,Монолитные
832,832,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,25 492 920,654 000,2026,Не сдан,Комфорт,Монолитные
833,833,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 374 520,574 000,2026,Не сдан,Комфорт,Монолитные
834,834,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.9 м²,22 328 600,574 000,2026,Не сдан,Комфорт,Монолитные
835,835,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,66.62 м²,43 769 340,657 000,2026,Не сдан,Комфорт,Монолитные
836,836,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.04 м²,38 397 320,533 000,2026,Не сдан,Комфорт,Монолитные
837,837,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,42 331 160,668 000,2026,Не сдан,Комфорт,Монолитные
838,838,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 179 620,569 000,2026,Не сдан,Комфорт,Монолитные
839,839,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 179 620,569 000,2026,Не сдан,Комфорт,Монолитные
840,840,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.9 м²,25 246 100,649 000,2026,Не сдан,Комфорт,Монолитные
841,841,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,81.83 м²,46 643 100,570 000,2026,Не сдан,Комфорт,Монолитные
842,842,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,66.62 м²,38 106 640,572 000,2026,Не сдан,Комфорт,Монолитные
843,843,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,39 542 880,624 000,2026,Не сдан,Комфорт,Монолитные
844,844,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 179 620,569 000,2026,Не сдан,Комфорт,Монолитные
845,845,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.9 м²,22 134 100,569 000,2026,Не сдан,Комфорт,Монолитные
846,846,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,66.62 м²,38 106 640,572 000,2026,Не сдан,Комфорт,Монолитные
847,847,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.04 м²,38 397 320,533 000,2026,Не сдан,Комфорт,Монолитные
848,848,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,46.89 м²,26 914 860,574 000,2026,Не сдан,Комфорт,Монолитные
849,849,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,39 542 880,624 000,2026,Не сдан,Комфорт,Монолитные
850,850,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 179 620,569 000,2026,Не сдан,Комфорт,Монолитные
851,851,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,22 179 620,569 000,2026,Не сдан,Комфорт,Монолитные
852,852,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.9 м²,22 134 100,569 000,2026,Не сдан,Комфорт,Монолитные
853,853,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,66.62 м²,38 106 640,572 000,2026,Не сдан,Комфорт,Монолитные
854,854,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,72.04 м²,38 181 200,530 000,2026,Не сдан,Комфорт,Монолитные
855,855,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,46.89 м²,26 305 290,561 000,2026,Не сдан,Комфорт,Монолитные
856,856,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,63.37 м²,36 817 970,581 000,2026,Не сдан,Комфорт,Монолитные
857,857,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,21 672 880,556 000,2026,Не сдан,Комфорт,Монолитные
858,858,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.98 м²,21 672 880,556 000,2026,Не сдан,Комфорт,Монолитные
859,859,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,38.9 м²,21 628 400,556 000,2026,Не сдан,Комфорт,Монолитные
860,860,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,66.62 м²,37 240 580,559 000,2026,Не сдан,Комфорт,Монолитные
861,861,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,88.96 м²,48 127 360,541 000,2026,Не сдан,Комфорт,Монолитные
862,862,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,61.83 м²,36 108 720,584 000,2026,Не сдан,Комфорт,Монолитные
863,863,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.92 м²,23 512 880,589 000,2026,Не сдан,Комфорт,Монолитные
864,864,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.84 м²,23 465 760,589 000,2026,Не сдан,Комфорт,Монолитные
865,865,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,99.83 м²,55 804 970,559 000,2026,Не сдан,Комфорт,Монолитные
866,866,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,88.81 м²,51 509 800,580 000,2026,Не сдан,Комфорт,Монолитные
867,867,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,61.05 м²,36 568 950,599 000,2026,Не сдан,Комфорт,Монолитные
868,868,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.36 м²,23 773 440,604 000,2026,Не сдан,Комфорт,Монолитные
869,869,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,60.82 м²,39 350 540,647 000,2026,Не сдан,Комфорт,Монолитные
870,870,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,60.82 м²,39 350 540,647 000,2026,Не сдан,Комфорт,Монолитные
871,871,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.11 м²,23 622 440,604 000,2026,Не сдан,Комфорт,Монолитные
872,872,4-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,122.38 м²,80 403 660,657 000,2026,Не сдан,Комфорт,Монолитные
873,873,3-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,88.81 м²,54 973 390,619 000,2026,Не сдан,Комфорт,Монолитные
874,874,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.36 м²,26 882 880,683 000,2026,Не сдан,Комфорт,Монолитные
875,875,1-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,39.11 м²,23 622 440,604 000,2026,Не сдан,Комфорт,Монолитные
876,876,4-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,122.38 м²,74 407 040,608 000,2026,Не сдан,Комфорт,Монолитные
877,877,2-комнатной,Capital Park. Emotions,г. Астана,Есильский район,ул. Бухар жырау 33,61.05 м²,41 452 950,679 000,2026,Не сдан,Комфорт,Монолитные
878,878,1-комнатной,Jetisu. Kerbez,г. Астана,Есильский район 15,"ул. Е-509, 7",31.98 м²,15 798 120,494 000,2025,Не сдан,Эконом,Unknown
879,879,4-комнатной,Qasteev,г. Астана,ул. Бухар жырау,Unknown,135.87 м²,105 978 600,780 000,2026,Не сдан,Бизнес,Unknown
880,880,4-комнатной,Qasteev,г. Астана,ул. Бухар жырау,Unknown,135.87 м²,107 744 910,793 000,2026,Не сдан,Бизнес,Unknown
881,881,3-комнатной,Qasteev,г. Астана,ул. Бухар жырау,Unknown,113.74 м²,81 324 100,715 000,2026,Не сдан,Бизнес,Unknown
882,882,3-комнатной,Qasteev,г. Астана,ул. Бухар жырау,Unknown,113.74 м²,79 618 000,700 000,2026,Не сдан,Бизнес,Unknown
883,883,3-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,84.42 м²,35 287 560,418 000,2025,Не сдан,Эконом,Unknown
884,884,1-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,34.37 м²,18 422 320,536 000,2025,Не сдан,Эконом,Unknown
885,885,3-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,85.2 м²,33 057 600,388 000,2025,Не сдан,Эконом,Unknown
886,886,2-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,59.45 м²,26 276 900,442 000,2025,Не сдан,Эконом,Unknown
887,887,3-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,84.42 м²,35 456 400,420 000,2025,Не сдан,Эконом,Unknown
888,888,2-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,52.62 м²,26 573 100,505 000,2025,Не сдан,Эконом,Unknown
889,889,1-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,41.32 м²,21 073 200,510 000,2025,Не сдан,Эконом,Unknown
890,890,3-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,85.77 м²,32 764 140,382 000,2025,Не сдан,Эконом,Unknown
891,891,2-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,62.96 м²,26 820 960,426 000,2025,Не сдан,Эконом,Unknown
892,892,2-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,59.43 м²,26 268 060,442 000,2025,Не сдан,Эконом,Unknown
893,893,1-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,34.38 м²,18 565 200,540 000,2025,Не сдан,Эконом,Unknown
894,894,2-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,59.43 м²,25 614 330,431 000,2025,Не сдан,Эконом,Unknown
895,895,2-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,62.96 м²,27 576 480,438 000,2025,Не сдан,Эконом,Unknown
896,896,2-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,62.96 м²,27 576 480,438 000,2025,Не сдан,Эконом,Unknown
897,897,2-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,59.43 м²,29 358 420,494 000,2025,Не сдан,Эконом,Unknown
898,898,1-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,34.38 м²,18 633 960,542 000,2025,Не сдан,Эконом,Unknown
899,899,3-комнатной,AQJUREK,г. Астана,ул. Улы дала,Unknown,84.35 м²,35 427 000,420 000,2025,Не сдан,Эконом,Unknown
